Date,Close,Volume,Open,High,Low
1/10/2014,"1,127.09","4,302,900",567.41,567.41,559.03
1/13/2014,"1,119.91","4,855,800",561.13,571.31,556.5
1/14/2014,"1,146.25","4,983,700",566.85,573.35,561.94
1/15/2014,"1,145.48","3,915,000",574.34,575.34,569.76
1/16/2014,"1,153.05","3,380,300",572.4,576.8,571.86
1/17/2014,"1,147.38","5,422,800",576.27,578.15,569.96
1/21/2014,"1,160.51","3,974,500",578.3,579.83,573.5
1/22/2014,"1,161.83","3,154,500",581.13,581.76,577.27
1/23/2014,"1,156.92","3,912,700",577.83,579.07,575.03
1/24/2014,"1,120.75","7,814,000",573.36,574.62,559.4
1/27/2014,"1,098.21","8,739,800",560.95,561.15,539.11
1/28/2014,"1,119.94","4,436,900",553.09,560.77,552.9
1/29/2014,"1,103.89","4,777,500",557.47,558.78,547.66
1/30/2014,"1,132.28","10,220,800",570.36,574.09,561.52
1/31/2014,"1,177.74","11,174,200",583.49,591.05,573.42
2/3/2014,"1,130.33","9,172,400",587.4,588.65,563.89
2/4/2014,"1,135.04","5,644,800",566.87,575.34,566.38
2/5/2014,"1,140.07","4,806,800",569.56,573.24,561.9
2/6/2014,"1,156.78","3,907,600",573.42,577.91,571.63
2/7/2014,"1,174.22","5,292,000",581.63,586.75,578.11
2/10/2014,"1,169.72","3,904,800",583.71,588.99,582.33
2/11/2014,"1,186.92","4,116,900",587.88,593.71,583.92
2/12/2014,"1,183.44","3,461,800",592.28,592.78,588.48
2/13/2014,"1,196.61","3,686,400",588.17,597.71,587.63
2/14/2014,"1,199.51","4,389,700",595.57,599.95,594.17
2/18/2014,"1,207.56","4,233,500",598.46,604.17,597.76
2/19/2014,"1,199.05","4,222,900",600.4,602.35,596.51
2/20/2014,"1,200.81","3,414,300",599.32,601.19,597.87
2/21/2014,"1,200.49","3,738,500",601.65,602.68,599.17
2/24/2014,"1,209.19","3,361,100",600.43,607.8,600.3
2/25/2014,"1,216.66","2,888,100",605.7,609.96,602.95
2/26/2014,"1,216.83","3,979,100",609.71,612.15,604.61
2/27/2014,"1,215.87","2,529,400",606.92,609.83,606.23
2/28/2014,"1,212.32","4,644,500",607.89,609.81,600.86
3/3/2014,"1,199.40","4,225,300",601.12,601.66,593.84
3/4/2014,"1,211.58","2,946,300",605.23,605.73,602.49
3/5/2014,"1,214.92","2,479,700",605.26,609.26,603.44
3/6/2014,"1,216.27","2,545,600",608.86,610.79,607.02
3/7/2014,"1,211.46","3,041,500",611.11,611.2,603.46
3/10/2014,"1,208.25","2,438,200",605.58,606.55,599.8
3/11/2014,"1,196.70","3,438,800",604.62,604.89,596.09
3/12/2014,"1,203.99","3,943,200",595.97,601.67,589.88
3/13/2014,"1,185.80","4,708,600",601.72,602.99,590.17
3/14/2014,"1,169.59","4,604,900",588.79,593.21,584.08
3/17/2014,"1,188.84","4,340,300",587.42,596.3,586.86
3/18/2014,"1,207.94","3,643,500",595.1,603.5,594.3
3/19/2014,"1,195.97","3,237,800",603.64,603.73,594.97
3/20/2014,"1,193.88","3,381,900",597.73,602.55,595.45
3/21/2014,"1,179.80","6,441,000",600.9,602.56,589.02
3/24/2014,"1,154.76","6,096,800",589.88,590.24,570.84
3/25/2014,"1,155.55","4,838,400",580.82,582.74,571.36
3/26/2014,"1,128.87","5,179,200",578.84,583.6,563.64
3/27/2014,556.93,"13,100",566.44,566.44,551.41
3/28/2014,558.46,"41,200",559.66,564.88,557.14
3/31/2014,555.45,"10,800",565.34,565.45,555.41
4/1/2014,565.61,"7,900",557.18,566.89,557.18
4/2/2014,565.45,"147,100",598.35,603.17,560.65
4/3/2014,568.18,"5,099,100",568.29,585.67,562.59
4/4/2014,541.65,"6,369,300",573.08,576.19,541.51
4/7/2014,536.68,"4,401,600",539.26,546.98,525.71
4/8/2014,553.38,"3,151,200",541.11,553.48,540.13
4/9/2014,562.6,"3,330,800",558.09,563.82,551.44
4/10/2014,539.47,"4,036,800",563.45,563.45,538.42
